judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Bahtera Cinta;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/4FoOr0PMFhjyYUHQsUKONm;['dangdut', 'dangdut koplo'];Beredar sang bumi Mengitari matahari Merangkaikan waktu Tahun-tahun berlalu  Namun cintaku Takkan pernah berubah Masa demi masa Kita berdua Takkan pernah berpisah Baur dalam cinta  Berlayar bahtera Mengharungi samudra Mencapai tujuan Nun di pantai harapan  Badai dan gelombang ...
Begadang;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/27RwomCnOPb0v7OXzj4NJa;['dangdut', 'dangdut koplo'];Begadang, jangan begadang Kalau tiada artinya Begadang boleh saja Kalau ada perlunya  Begadang, jangan begadang Kalau tiada artinya Begadang boleh saja Kalau ada perlunya  Kalau terlalu banyak begadang ...
Bulan Bintang;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5bzscMqeGJWnSRHoLxXMyj;['dangdut', 'dangdut koplo'];Bulan di manakah kini Jangan kau sembunyi tampakkanlah diri Bintang sepi menyendiri Berselimut sunyi selalu mencari  Malam semakin kelam tanpa kau sang rembulan Bintang sedih bermuram tanpa kau sang rembulan  Bulan di manakah kini Jangan kau sembunyi tampakkanlah diri  Naluriku berkata bulan masih ada Dan menanti bintang dengan penuh damba Kuyakin bulan juga gelisah merana Dan menanggung rindu dalam penantian ...
Buta Tuli;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1488q0DotGpGvrf90SVqlT;['dangdut', 'dangdut koplo'];Tak buta dua mata namun tiada melihat Tiada tuli telinga namun tiada mendengar Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Sehingga tiada melihat tanda kebesaran Tuhan Sehingga tiada mendengar peringatan dari Tuhan Ha-a-a ...  Adanya diri ini bukti adanya Tuhan adanya alam ini bukti adanya Tuhan Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Kebanyakan penghuni neraka Dari bangsa jin dan manusia Karena mereka tak menggunakan ...
Buta Tuli;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5fF1dKu7OmpvuEbA5XMyIx;['dangdut', 'dangdut koplo'];Tak buta dua mata namun tiada melihat Tiada tuli telinga namun tiada mendengar Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Sehingga tiada melihat tanda kebesaran Tuhan Sehingga tiada mendengar peringatan dari Tuhan Ha-a-a ...  Adanya diri ini bukti adanya Tuhan adanya alam ini bukti adanya Tuhan Yang buta, yang buta, yang buta mata hatinya Yang tuli, yang tuli, yang tuli kesombongannya  Kebanyakan penghuni neraka Dari bangsa jin dan manusia Karena mereka tak menggunakan ...
Camelia;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7l8txONnBDqMAqiyNAGjtr;['dangdut', 'dangdut koplo'];Camelia, Camelia Camelia, Camelia Riangku, riangmu Susahmu juga kesusahanku  Camelia, Camelia Camelia, Camelia Hidupmu, hidupku Matimu juga kematianku  Ho-oh, sungguh takkan kubiarkan Yang berani menjamahmu ...
Cane;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3PehakKMRjCYI98Ksozb5p;['dangdut', 'dangdut koplo'];Cane Cane Kau gadis Betawi Hai manis sekali Aku jatuh hati  Cane, Cane Di mane rumehnye Siape babenye Boleh engga aye Dateng ke rumeh  Cane, Cane  Kalau jalan Cane wahai berlenggang Membuat hatiku rasa berguncang ...
Cuma Kamu;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3xmbyoiFrtnrTEMyKQHKju;['dangdut', 'dangdut koplo'];Cuma kamu Sayangku di dunia ini Cuma kamu Cintaku di dunia ini  Tanpa kamu Hampa kurasa dunia ini Tanpa kamu Sunyi kurasa dunia ini  Cuma kamu Sayangku di dunia ini Cuma kamu ...
Darah Muda;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6ZRbcNlSSltteH5VuwSteU;['dangdut', 'dangdut koplo'];Darah muda darahnya para remaja Yang selalu merasa gagah Tak pernah mau mengalah Masa muda masa yang berapi-api Yang maunya menang sendiri Walau salah tak peduli Darah muda  Biasanya para remaja Berpikirnya sekali saja ...
Dawai Asmara;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/4olbaqLoSOMtQ5cEW3LdT8;['dangdut', 'dangdut koplo'];Dawai asmara bergetar syahdu Mengalunkan senandung rindu Belaian mesra membuai jiwa Tak terlukiskan bahagia  Hanyut dalam gelora cinta Hanyut di dalam sukacita Tenggelam dalam madu cinta Tenggelam di dalam bahagia  Dawai asmara bergetar syahdu Mengalunkan senandung rindu Belaian mesra membuai jiwa ...
Gali Lobang Tutup Lobang;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3ox0Cy37EECFswcx5ZJSOQ;['dangdut', 'dangdut koplo'];Gali-gali-gali-gali-gali lobang Gali-gali-gali-gali-gali lobang  Lobang digali menggali lobang Untuk menutup lobang Tertutup sudah lobang yang lama Lobang baru terbuka  Gali lobang tutup lobang Pinjam uang bayar hutang Gali lobang tutup lobang Pinjam uang bayar hutang  Gali-gali-gali-gali-gali lobang Gali-gali-gali-gali-gali lobang Gali-gali-gali-gali-gali  Walau makan sederhana (Ikan asin sambal lalap) Walau baju sederhana (Asal menutup aurat) Walau makan sederhana Walau baju sederhana Walau serba sederhana Asal sehat jiwa-raga Dan juga hutang tak punya Itulah orang yang kaya (hi-hu)  ...
Gelandangan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/4sKv5pWfchfYjbCUh4PV98;['dangdut', 'dangdut koplo'];Kering sudah rasanya air mataku Terlalu banyak sudah yang tertumpah Menangis meratapi buruk nasibku Nasib buruk seorang tunawisma  Langit sebagai atap rumahku Dan bumi sebagai lantainya Hidupku menyusuri jalan Sisa orang yang aku makan  Langit sebagai atap rumahku Dan bumi sebagai lantainya Hidupku menyusuri jalan ...
Gitar Tua;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6oStPUKtAwlQQA0jlUd68u;['dangdut', 'dangdut koplo'];Hanya gitar tua yang aku berikan Sebagai kenang-kenangan untukmu sayang Kau anggaplah benda ini pengganti diriku Sebagai ganti diriku  Pabila kau rindu padaku, petiklah dan menyanyilah  Semoga akan terobati rasa rindumu padaku ...
Gitar Tua;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3rzBztCopjdQhDbltXl1mb;['dangdut', 'dangdut koplo'];Hanya gitar tua yang aku berikan Sebagai kenang-kenangan untukmu sayang Kau anggaplah benda ini pengganti diriku Sebagai ganti diriku  Pabila kau rindu padaku, petiklah dan menyanyilah  Semoga akan terobati rasa rindumu padaku ...
Haram - 1990 Version;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7nmP1XxmQ1FbbLCqKBAvVp;['dangdut', 'dangdut koplo'];Pa-pa-pa yeah  Kenapa eh kenapa minuman itu haram? Karena eh karena merusak pikiran Kenapa eh kenapa berzina juga haram? Karena eh karena itu cara binatang  Kenapa semua yang asyik-asyik itu diharamkan? Kenapa semua yang enak-enak itu yang dilarang? Na-na-na-na-na-na-na-na Itulah perangkap setan Umpannya Ialah bermacam-macam Kesenangan ...
Judi;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7EETjDMVqUBx1m9pZTVUzn;['dangdut', 'dangdut koplo'];Judi (judi) Menjanjikan kemenangan Judi (judi) Menjanjikan kekayaan  Bohong (bohong) Kalaupun kau menang Itu awal dari kekalahan Bohong (bohong) Kalaupun kau kaya Itu awal dari kemiskinan  Judi (judi) Meracuni kehidupan Judi (judi) Meracuni keimanan  Pasti (pasti) Kar'na perjudian Orang malas dibuai harapan Pasti (pasti) Kar'na perjudian Perdukunan ramai menyesatkan  Yang beriman bisa jadi murtad Apalagi yang awam (oh-oh) Yang menang bisa menjadi jahat Apalagi yang kalah (oh-oh)  ...
Kata Pujangga;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1uEcrSK0lHN32dyj24iOhM;['dangdut', 'dangdut koplo'];Hidup tanpa cinta bagai taman tak berbunga Hai, begitulah kata para pujangga Hidup tanpa cinta bagai taman tak berbunga Hai, begitulah kata para pujangga Aduhai, begitulah kata para pujangga Taman suram tanpa bunga  Ada yang dicinta giat bekerja Entah apa, entah siapa ...
Kegagalan Cinta;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5StbwZ8zlEPdK66qxfQ8xg;['dangdut', 'dangdut koplo'];Cukup sekali aku merasa Kegagalan cinta Takkan terulang kedua kali Di dalam hidupku  Hm-mm, ya nasib, ya nasib Mengapa begini? Baru pertama bercinta Sudah menderita  Cukup sekali aku merasa Kegagalan cinta  Kau yang mulai, kau yang mengakhiri Kau yang berjanji, kau yang mengingkari Kau yang mulai, kau yang mengakhiri Kau yang berjanji, kau yang mengingkari ...
Kehilangan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/0XxG3cN7mmbBu14WcFVzgW;['dangdut', 'dangdut koplo'];Kalau sudah tiada Baru terasa Bahwa kehadirannya Sungguh berharga  Sungguh berat aku rasa Kehilangan dia Sungguh berat aku rasa Hidup tanpa dia  Kalau sudah tiada Baru terasa Bahwa kehadirannya Sungguh berharga  Ku tahu rumus dunia Semua harus berpisah Tetapi kumohon Tangguhkan, tangguhkanlah  Bukan aku mengingkari ...
Kehilangan Tongkat;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/0NnMbpKlK8foN1YjqmYaMW;['dangdut', 'dangdut koplo'];Cukup satu kali Kehilangan tongkat Cukup satu kali Jangan dua kali Bersalah yang sama Jangan dua kali  Orang yang baik bukan yang tidak pernah Melakukan kesalahan Tapi yang menyadari kesalahannya Dan memperbaikinya  Cukup satu kali Kehilangan tongkat Cukup satu kali Jangan dua kali Bersalah yang sama Jangan dua kali  Tak seorang pun dalam dunia Yang tak pernah berdosa Karena sudah kudrat manusia Tempatnya salah dan lupa  Tak seorang pun dalam dunia Yang tak pernah berdosa Karena sudah kudrat manusia Tempatnya salah dan lupa  ...
Kehilangan Tongkat;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/057Ek6pwGYk7Yc4nKq0uQb;['dangdut', 'dangdut koplo'];Cukup satu kali Kehilangan tongkat Cukup satu kali Jangan dua kali Bersalah yang sama Jangan dua kali  Orang yang baik bukan yang tidak pernah Melakukan kesalahan Tapi yang menyadari kesalahannya Dan memperbaikinya  Cukup satu kali Kehilangan tongkat Cukup satu kali Jangan dua kali Bersalah yang sama Jangan dua kali  Tak seorang pun dalam dunia Yang tak pernah berdosa Karena sudah kudrat manusia Tempatnya salah dan lupa  Tak seorang pun dalam dunia Yang tak pernah berdosa Karena sudah kudrat manusia Tempatnya salah dan lupa  ...
Terpaksa;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/0xR4GunzuY6SvsqPH3IbgA;['dangdut', 'dangdut koplo'];Sungguh terpaksa aku menyanyi Mengharapkan tuan bermurah hati Coba dengarkan aku menyanyi Membawa suara jeritan hati  (Aa-aa-aa-aa)  Sungguh terpaksa aku menyanyi Mengharapkan tuan bermurah hati ...
Kelana;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5CsawJuaAGFBud6zeQGvRK;['dangdut', 'dangdut koplo'];Dalam aku berkelana Tiada yang tahu ke mana ku pergi Tiada yang tahu apa yang kucari  Gunung tinggi 'kan kudaki Lautan kuseberangi Aku tak perduli  Dalam aku berkelana Tiada yang tahu ke mana ku pergi Tiada yang tahu apa yang kucari  Tak akan berhenti aku berkelana Sebelum ku dapat apa yang kucari Walaupun adanya di ujung dunia ...
Syahdu;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1SPrtOHWNzDgRaQoz5rbAO;['dangdut', 'dangdut koplo'];Bila kamu di dekatku Hati rasa syahdu Satu hari tak bertemu Hati rasa rindu  Kuyakin ini semua Perasaan cinta Tetapi hatiku malu Untuk menyatakannya  Bila kamu di dekatku Hati rasa syahdu Satu hari tak bertemu Hati rasa rindu  ...
Keramat;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1fD8oIa4ZcL58ZbFIADAqL;['dangdut', 'dangdut koplo'];Hai, manusia Hormati ibumu Yang melahirkan Dan membesarkanmu  Darah dagingmu dari air susunya Jiwa-ragamu dari kasih sayangnya Dialah manusia satu-satunya Yang menyayangimu tanpa ada batasnya Doa ibumu dikabulkan Tuhan Dan kutukannya jadi kenyataan Rida Ilahi karena ridanya Murka Ilahi karena murkanya  Bila kau sayang pada kasihmu Lebih sayanglah pada ibumu ...
Kusayang Padamu;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1xeeyJwno899YXLZmd1HGf;['dangdut', 'dangdut koplo'];Senyumnya duhai manis sekali Membuat pria setengah mati Matanya duhai tajam sekali Menusuk jauh ke lubuk hati Aku cinta padamu, padamu Aku sayang padamu, padamu  ...
Malam Terakhir;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6uBMEitUrnmXqnSVjYlzWG;['dangdut', 'dangdut koplo'];Malam ini malam terakhir bagi kita Untuk mencurahkan rasa rindu di dada Esok aku akan pergi, lama kembali Kuharapkan agar engkau sabar menanti  Aku 'kan setia menantimu Pergilah kau bersama doaku Peluklah aku di malam terakhir ini Peluklah seakan tiada terlepas lagi  Esok kita akan berpisah Aku takut kita tak jumpa lagi ...
Mardatillah;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3eSbXQEEMWtNEsQTyBq1Nk;['dangdut', 'dangdut koplo'];Sering ku terjaga tiap malam Sering ku terjaga tiap malam  Selalu terbayang, selalu terkenang Setiap malam  Sering ku terjaga tiap malam Sering ku terjaga tiap malam  Pikiranku terbang di antara bintang Pikiranku terbang di antara bintang Jauh menerawang ke alam khayalan ...
Menunggu;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3Yx5XlIpxFrn559NoqRFHA;['dangdut', 'dangdut koplo'];"Sebuah lagu, ""Menunggu""  Sekian lama aku menunggu Untuk kedatanganmu Bukankah engkau telah berjanji Kita jumpa di sini?  Datanglah (datanglah) Kedatanganmu kutunggu T'lah lama (t'lah lama) Telah lama ku menunggu  Derita hidup yang kualami Duhai, pahit sekali Pada siapa harus berbagi Kalau bukan padamu?  ..."
Penasaran;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/2k9GYi4auypgdpvjAv0paM;['dangdut', 'dangdut koplo'];Kalau belum bisa aku mendapatkan Oh, gadis manis yang menjadi rebutan Sungguh mati aku jadi penasaran Sampai mati pun yang akan kuperjuangkan  Memang dia yang paling manis di antara gadis yang manis Aku pun tak merasa heran kalau dia jadi rebutan  Sungguh mati aku jadi penasaran ...
Pengorbanan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3JgOafetrB8HS4GNelgukF;['dangdut', 'dangdut koplo'];Perjuangan takkan terelakkan Dalam menempuh kehidupan Pengorbanan pasti dibutuhkan Dalam setiap perjuangan  Berjuang demi kebenaran Berjuang demi keadilan Berjuang demi cita-cita Bahkan berjuang demi cinta  Pengorbanan demi pergaulan Sering kali kita temukan Demi teman tak putus berteman ...
Pertemuan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5so7ELjGFR7MmOasUZgzWM;['dangdut', 'dangdut koplo'];Pertemuan yang kuimpikan Kini jadi kenyataan Pertemuan yang kudambakan Ternyata bukan khayalan  Sakit karena perpisahan Kini telah terobati Kebahagiaan yang hilang Kini kembali lagi  Pertemuan yang kuimpikan Kini jadi kenyataan Pertemuan yang kudambakan Ternyata bukan khayalan  Rindu yang selama ini sudah menggunung Mencair diterpa cinta dalam senandung  Cinta yang selama ini masih terpendam Tercurah sudah penuh dengan kemesraan  Tak ingin lagi terpisah Cukup sekali berpisah ...
Piano - 1990 Version;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6vd37NJA59NnXOjl8Ixucg;['dangdut', 'dangdut koplo'];Piano, mari main piano Piano, mari main piano Menyanyi diiringi dengan piano Menari diringi dengan piano  Piano, mari main piano Piano, mari main piano  Pak guru, note ini apa namanya? Re la la pa la la re Pak guru, yang ini apa namanya? Mi do do sol do do mi  ...
Primadona Desa;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7fJBPOSvfzehhAzmBOdOk8;['dangdut', 'dangdut koplo'];Hai, bunga Primadona desa Kau indah merekah Izinkan 'ku memetikmu Untuk kutanamkan Dalam jambangan hati Di taman sanubari Sebagai kumbang sari Semerbak mewangi  Hai, bunga Primadona desa Kau indah merekah  Alam sekitar menjadi saksi Jadi saksi akan keindahanmu Kicau burung-burung Memuji penciptaanmu Aneka bunga merasa iri Iri hati akan keindahanmu Karena kumbang-kumbang ...
Rupiah;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/63vBBw0yHJFYTEbYiYz0io;['dangdut', 'dangdut koplo'];Tiada orang yang tak suka Pada yang bernama rupiah Semua orang mencarinya Di mana rupiah berada  Walaupun harus nyawa sebagai taruhannya Banyak orang yang rela cuma karena rupiah  Memang sungguh luar biasa itu pengaruhnya rupiah ...
Sebujur Bangkai;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6MK4XtajYh2873UmkwnSMt;['dangdut', 'dangdut koplo'];Badan pun tak berharga Sesaat ditinggal nyawa Anak istri tercinta Tak sudi lagi bersama  Secepatnya jasad dipendam Secepatnya jasad dipendam Karena tak lagi dibutuhkan Diri yang semula dipuja Kini bangkai tak berguna  Dari kamar yang indah Kasur empuk tilam putih Kini harus berpindah ...
Setetes Air Hina;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/07Qe1NyVmpaggsWR7Z8Sec;['dangdut', 'dangdut koplo'];Der-ta der-ta-ta Der-ta der-ta-ta  Hei, jangan mentang-mentang punya Memandang orang tidak dengan sebelah mata Hei, jangan mentang-mentang kuasa Menyuruh orang tolak pinggang setinggi dada  Itu kesombongan (itu kesombongan) Itu keangkuhan (itu keangkuhan) Bukan pakaianmu tapi pakaian Tuhan Yang berhak disembah oleh segenap alam ...
Setetes Air Hina;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/07Qe1NyVmpaggsWR7Z8Sec;['dangdut', 'dangdut koplo'];Der-ta der-ta-ta Der-ta der-ta-ta  Hei, jangan mentang-mentang punya Memandang orang tidak dengan sebelah mata Hei, jangan mentang-mentang kuasa Menyuruh orang tolak pinggang setinggi dada  Itu kesombongan (itu kesombongan) Itu keangkuhan (itu keangkuhan) Bukan pakaianmu tapi pakaian Tuhan Yang berhak disembah oleh segenap alam ...
Saleha;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/32PRIr9Hj98S9HLsbns7vY;['dangdut', 'dangdut koplo'];Setiap keindahan Perhiasan dunia Hanya istri saleha Perhiasan terindah  Setiap keindahan Yang tampak oleh mata Itulah perhiasan Perhiasan dunia  Namun yang paling indah Di antara semua Hanya istri saleha Istri yang saleha  Setiap keindahan Perhiasan dunia Hanya istri saleha Perhiasan terindah  Hanya istri yang beriman Bisa dijadikan teman Dalam tiap kesusahan Selalu jadi hiburan ...
Syahdu - 2001 Version;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/70OQt3uz7dea6CXr2sP7UM;['dangdut', 'dangdut koplo'];Bila kamu di dekatku Hati rasa syahdu Satu hari tak bertemu Hati rasa rindu  Kuyakin ini semua Perasaan cinta Tetapi hatiku malu Untuk menyatakannya  Bila kamu di dekatku Hati rasa syahdu Satu hari tak bertemu Hati rasa rindu  ...
Terkesima;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/0a7AltMvzpsU2XhkyBic0a;['dangdut', 'dangdut koplo'];Sebuah lagu Terkesima Hm-hm-mm Ho-ho-oh  Berdebar, hati berdebar Deras darahku mengalir Bergetar, tubuh bergetar Menahan gejolak hati  Sungguh, aku malu, malu, malu, malu Mengutarakan hasratku Sungguh, aku ragu, ragu, ragu, ragu Menyatakannya padamu  Berdebar, hati berdebar ...
Terpaksa;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3hkuNMuj5GqiSs2j8lX78w;['dangdut', 'dangdut koplo'];Sungguh terpaksa aku menyanyi Mengharapkan tuan bermurah hati Coba dengarkan aku menyanyi Membawa suara jeritan hati  (Aa-aa-aa-aa)  Sungguh terpaksa aku menyanyi Mengharapkan tuan bermurah hati ...
Viva Dangdut;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/2zTwTP78KHoNiL3CbTRVd7;['dangdut', 'dangdut koplo'];(Dut-ta-tang, dang-dut-ta-tang Dang dut-ta-tang, dang dut-ta-tang Dang-dang-dang tang-tang-tang Dang-dang-dang tang-tang-tang Dang-dut dang-tang-tang-tang Dang-dut dang-tang-tang-tang) Dangdut suara gendang Ditabuh-ditabuh berulang-ulang Dangdut suara gendang Sekarang ramai menjadi sebutan ...
Viva Dangdut;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/5sSOkrMQeBQycUELvyTumf;['dangdut', 'dangdut koplo'];(Dut-ta-tang, dang-dut-ta-tang Dang dut-ta-tang, dang dut-ta-tang Dang-dang-dang tang-tang-tang Dang-dang-dang tang-tang-tang Dang-dut dang-tang-tang-tang Dang-dut dang-tang-tang-tang) Dangdut suara gendang Ditabuh-ditabuh berulang-ulang Dangdut suara gendang Sekarang ramai menjadi sebutan ...
Wahai Pesona;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7g1OOYzvreJMFnpDQZgNfZ;['dangdut', 'dangdut koplo'];Wahai pesona Wahai kekasih  'Ku memanggilmu melalui lagu Nada cinta merayu Oh, wahai pesona Wahai kekasih Aku mendengar panggilan cintamu Dalam lagu merayu Oh, wahai pesona  Namamu selalu dalam ingatanku Dalam ingatan Wajahmu selalu di cermin mataku Tiada hari berlalu tanpa cintamu ...
Wahai Pesona;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/1GmEgSB6GYTLfpfxzwP0Du;['dangdut', 'dangdut koplo'];Wahai pesona Wahai kekasih  'Ku memanggilmu melalui lagu Nada cinta merayu Oh, wahai pesona Wahai kekasih Aku mendengar panggilan cintamu Dalam lagu merayu Oh, wahai pesona  Namamu selalu dalam ingatanku Dalam ingatan Wajahmu selalu di cermin mataku Tiada hari berlalu tanpa cintamu ...
Do Mi Sol;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/38rOFAF6MZNGNYcNwJtXn1;['dangdut', 'dangdut koplo'];Do mi sol, mari menyanyi Do mi sol, mari menyanyi Mari nyanyi bersama menyanyi tentang cinta Mari nyanyi bersama menyanyi tentang cinta  Ku cinta padamu ...
Dasi Dan Gincu;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/4VOzxLQ8oJA8Er7L7jOtnv;['dangdut', 'dangdut koplo'];Bukan bahu berbintang Bukan leher berdasi Yang kudambakan Pria yang punya hati  Bukan alis berukir Bukan bibir bergincu Yang kudambakan Gadis yang punya malu  Cinta karena dasi si-si Akan segera basi Cinta karena gincu cu-cu Akan segera layu  Jabatan perlu, tampan pun perlu Bahkan emas permata Tetapi cinta di atas segalanya ...
1001 Macam;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/7FC2N0dxOb95jwnMnubu0n;['dangdut', 'dangdut koplo'];"(1001 macam) itu bidang pekerjaan Dari jadi pengamen sampai jadi seorang presiden (1001 macam) cara orang cari makan Dari menjual koran sampai menjual kehormatan  Ada cara yang haram Ada cara yang halal Silakan, mau pilih cara mana?  Namun, semua cara Ada tanggung jawabnya Di hadapan Tuhan dan manusia  (1001 macam) itu bidang pekerjaan Dari jadi direktur sampai menjadi tukang bubur (1001 macam) cara orang cari makan Dari menjual roti sampai menjual harga diri (yeah, نعوذ بالله)  Banyak orang berkata ""Dalam mencari nafkah Cari yang haram saja sudah susah ..."
Bujangan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/74npQaM0xHNYmRdjFutTME;['dangdut', 'dangdut koplo'];Katanya enak menjadi bujangan Ke mana-mana tak ada yang larang Hidup terasa ringan tanpa beban Uang belanja tak jadi pikiran O, bujangan (bujangan) Bujangan (bujangan)  Enaknya kalau jadi bujangan Hidup bebas bagai burung terbang Kantong kosong tidak jadi persoalan  ...
Azza;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/6CkRZORxwdzvfbjpWYyldJ;['dangdut', 'dangdut koplo'];Azza Azza Azza  Azza Azza, azza Azza Azza, azza  Kurasakan kasihmu Sungguh kurasakan Kurasakan sayangmu Sungguh kurasakan Kurasakan cintamu Azza  Apa yang aku minta Engkau memberikan Dan apa yang aku dambakan Engkau meluluskan Apa yang aku mau Engkau sediakan Dan apa yang aku harapkan Engkau menjanjikan  Azza Azza, azza Azza ...
Tabir Kepalsuan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/73Tkp96khURj1T8NvSBYtP;['dangdut', 'dangdut koplo'];Ternyata hatimu buta Buta karena tabir kepalsuan  Kucoba untuk tidak putus asa Membuka mata hatimu Kucoba menguakkan tabir Penghalang cintamu dan cintaku  'Ku tahu kau terjerat dan terbenam Dalam kepalsuan Cinta tak dapat lagi membedakan ...
Gelandangan;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/4sb9HWCwRzKEJkjHBa1wYT;['dangdut', 'dangdut koplo'];Kering sudah rasanya air mataku Terlalu banyak sudah yang tertumpah Menangis meratapi buruk nasibku Nasib buruk seorang tunawisma  Langit sebagai atap rumahku Dan bumi sebagai lantainya Hidupku menyusuri jalan Sisa orang yang aku makan  Langit sebagai atap rumahku Dan bumi sebagai lantainya Hidupku menyusuri jalan ...
Remaja;Rhoma Irama;RHOMA IRAMA BEST FULL ALBUM (2);https://open.spotify.com/track/3b02x0YvjoE2PnyVKxlCYJ;['dangdut', 'dangdut koplo'];Indah masa remaja sungguh indah Indah masa remaja sungguh indah Hidup penuh gairah dan ceria Remaja Memang masa remaja paling indah Memang masa remaja paling indah Masa yang paling indah dan gembira Indah masa remaja  Gelora jiwa muda penuh pesona Khayalan dan cita-cita selalu berbunga Gelora jiwa muda penuh pesona Khayalan dan cita-cita selalu berbunga ...
